sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
예원이가 불쌍한거였어,0,0,0,1,0,0,0,0
예원이가 훨씬 어리고 훨씬 예쁨,0,0,0,1,0,0,0,0
예원이만 불쌍하네 ㅠㅠ,0,0,0,1,0,0,0,0
예은 진짜 대단해... 존경해요,0,0,0,1,0,0,0,0
예인이 악플을 '보고' 욕한 것이 맞나? 당시 상황은 멤버가 편의점 갔다가 브이앱 도중 조용해진 방에 들어오며 욕을한 것이라 매니저 혹은 일상의 다른 사람에게 한 것일 수 있다. 팩트는 욕한 걸그룹일 뿐.,0,0,0,1,0,0,0,0
예전 그대로네~ 관리잘했네요,0,0,0,1,0,0,0,0
예전과는 다른 모습..다이어트 정말 힘든데 대단해요..날씬은 아니지만 딱 표준..유지만 잘 해준다면 엄지척,0,0,0,1,0,0,0,0
예전에 김성수랑 혜빈이엄마랑 혜빈이 돌도 안됐을때 가족관찰예능 같은거 나왔던걸로 기억하는데.. 그거 즐겨봤었어서 사건때 충격이 컸어요.,0,0,0,1,0,0,0,0
예전에 서인영이 방송작가들한테 개폭발한건 이유가 있었네,0,0,0,1,0,0,0,0
예전이나 외모가 똑같네. . .,0,0,0,1,0,0,0,0
옛날에 원빈 닮은꼴로도 불렸엇던 기억이 있음.. 연기 굉장히 잘했는데 갑자기 사라져서 궁금했는데.. 듣던중 반가운 소식입니다.!,0,0,0,1,0,0,0,0
오 케롤... 작품이...,0,0,0,1,0,0,0,0
오나라 누나면 20대초반도 좋아할거같아,0,0,0,1,0,0,0,0
오늘 기대기대,0,0,0,1,0,0,0,0
오늘 기안 휴지로봇이 살렸네 ㅋㅋ,0,0,0,1,0,0,0,0
오늘 나혼자랑 예쁜누나중에 뭘봐야하나ㅜㅜ,0,0,0,1,0,0,0,0
오늘 농구는 센터 해야지,0,0,0,1,0,0,0,0
오늘 도 완전 잼남. 앞으로 폐인 엄청 양상 될듯. 이병헌 눈빛은 쌀 몇가마니나 하오?,0,0,0,1,0,0,0,0
오늘 또 누가 구속 되었습니까?,0,0,0,1,0,0,0,0
오늘 박효섭이 유하가 내딸이라 했고 나중에 정은태가 은수가 내딸이라 하겠네ㅋㅋㅋ 이 드라마의 주제는 딸밍아웃ㅋㅋ,0,0,0,1,0,0,0,0
오늘 보면서 넘 설렜어요. . . 진유 멋져요,0,0,0,1,0,0,0,0
오늘 애 나와서 안봤다 한고은신영수예뻤대매???짤로봐야지,0,0,0,1,0,0,0,0
오늘 왜이리 쓸데 없는 내용이 많아?,0,0,0,1,0,0,0,0
오늘 재밌고 웃기기만한대 반응이..ㅋㅋㅋㅋ,0,0,0,1,0,0,0,0
오늘 종혁자한 안나와서 좀 아쉬웟지만 그래도 잼있게 잘봣습니다 ~,0,0,0,1,0,0,0,0
오늘 집사부 하이라이트 승기 사랑했지만 ^^,0,0,0,1,0,0,0,0
오늘 짱 재밋었다 ㅋㅋㅋㅋ 홍진영 애교 굿굿,0,0,0,1,0,0,0,0
오늘꺼 아직 하지도 안았는데~ 벌써 언플!!! 진짜 대단하다.....,0,0,0,1,0,0,0,0
오늘도 뼈빠진게12시간일하고 왔더니 온몸이 다아프다 사실 매일 반복되는 이지겨운 삶 잠잘때가 제일 행복 고로 나는 이지구가 멸망해버렸으면 좋겠다,0,0,0,1,0,0,0,0
오늘밤 너와나 단둘이서 파리파리,0,0,0,1,0,0,0,0
오늘안에 간다에 내 손모가지건다,0,0,0,1,0,0,0,0
오늘은 이거다,0,0,0,1,0,0,0,0
오달수 드라마 복귀한 거 보고 싶었는데 이런 일이..,0,0,0,1,0,0,0,0
오달수는 억울한것 맞음.. 너무 까지 마세요.,0,0,0,1,0,0,0,0
오달수씨가 그런일만 아니었음 ..아깝다 잼났지싶은데,0,0,0,1,0,0,0,0
오래갈꺼같지않음.. 조만간 ..,0,0,0,1,0,0,0,0
오래사귀는거 보니 보기좋기만하구만 아이돌커플도 길게갈수있다는걸 보여주길,0,0,0,1,0,0,0,0
오랜만에 방송에서보니 반갑긴하지만 결혼때 런닝맨 맴버들한테 했던행동은 너무했지..,0,0,0,1,0,0,0,0
"오랫동안 기다려준남편,시댁어른들.. 진짜 대단하다",0,0,0,1,0,0,0,0
오랫만에 봤는데 승재 많이 크고 너무 의젓해졌어요잘커라 승재야~~~,0,0,0,1,0,0,0,0
오빠 언제나 늘 강성훈만 응원할게요,0,0,0,1,0,0,0,0
오빠 판박이! 애들이 귀티가 흘러요,0,0,0,1,0,0,0,0
오빠는 천명훈 ㅋ,0,0,0,1,0,0,0,0
오빠랑 결혼할래.,0,0,0,1,0,0,0,0
오션 노래 넘좋았는데.,0,0,0,1,0,0,0,0
오션에서 이현은 이쁘장한 곱상한 멤버였는데 ㅎㅎㅎ 24/7 이라는 노래도 참 좋았고 축하드려요!,0,0,0,1,0,0,0,0
오우 사건의 본질과는 전혀 관련없는 TMI에만 빠른 대응하는 yg클라스 불변,0,0,0,1,0,0,0,0
오정연 자기입으로 작년까지 만낫다고 햇다잔아근데 집까지 찾아와서....볼거보고..저런글쓴건머지...누구의 말이 맞는진모르겟지만.자기들끼리 끝낼일들을 꼭 시끄럽게 일벌려야햇나,0,0,0,1,0,0,0,0
오죽하면 그러겠나... 연기자도 직업인데 아파서 쉬는거로 책임론 운운하지 맙시다 기자님...,0,0,0,1,0,0,0,0
오진영 인턴기자님께서 잘못하셨네요,0,0,0,1,0,0,0,0
오창석 이채은 너무 잘어울려요. 영원하시길. 너무 비쥬얼. 이뽀요 둘이 완죤 잘 어울려요 ㅎㅎ,0,0,0,1,0,0,0,0
오창석 이채은은 짜여진 각본대로 움직인다^^,0,0,0,1,0,0,0,0
오창석 잘생기고 연기도 괜찮은데.. 왜 이런데에....ㅠ피고인때 더 퐉 터뜨렸어야했나,0,0,0,1,0,0,0,0
오창석 채은 잘어울려요 결혼까지갈것같다 ~~^^,0,0,0,1,0,0,0,0
오창석 커플 잼있음^^♡,0,0,0,1,0,0,0,0
오창석은 진심이다채은씨 진심이 궁금....촬영용인지~~,0,0,0,1,0,0,0,0
오창석이 아까워 ㅠㅠ,0,0,0,1,0,0,0,0
오캐롤 수난 연속!,0,0,0,1,0,0,0,0
오현경대박 겁나이쁨,0,0,0,1,0,0,0,0
오히려 이런 관심이 더 독일것 같네요 전부터 계속 글 올리면 사람들이 관심 주니까 자꾸 이러는 것 같은데 기사님도 그만해요 진짜 언론인이라면,0,0,0,1,0,0,0,0
옥주현 뮤지컬계 원탑,0,0,0,1,0,0,0,0
온니유라고 하고 다른사람과... 행복하게 잘 사세요...,0,0,0,1,0,0,0,0
온유 은퇴한다고 하지 않았나? 클럽 때문에,0,0,0,1,0,0,0,0
온유리가 부사장 딸 아니고 내연녀인데 그게 들통나서 딸이라고 한게 맞아요.????,0,0,0,1,0,0,0,0
온유리인거 진즉에 알았거덩?,0,0,0,1,0,0,0,0
올해 kbs 당연 대상이지,0,0,0,1,0,0,0,0
와 !! 시댁에서 친정아빠만 빼고 다 모여 살았다니 ㅋㅋ 정말 오마이갓 !! ㅋㅋㅋ보는 내내 완전 시트콤이였어요 다들 성품이 좋으셔서 가능한 일인것 같아요강아지들도 많고 ㅋㅋ시어머님도 언능 쾌차하시길 바랄께요 ㅎ,0,0,0,1,0,0,0,0
와 개이쁨 ㅌ,0,0,0,1,0,0,0,0
와 근데 진짜 존나 섹시하네,0,0,0,1,0,0,0,0
와 근데 진짜 한효주 예쁘기는 세상에서 제일 예쁘다,0,0,0,1,0,0,0,0
와 도플싱어가요제 완전 기대됨 ㅋㅋㅌㅋㅋㅋㅋㅋㅋ 거미 린 케이윌 절친들 셋이 나오다니 ㅋㅋㅋㅋㅋㅋ 게다가 박미경 바다 ㅋㅋㅋㅋㅋㅋㅋ 너므 기대된다,0,0,0,1,0,0,0,0
와 멋지다 잘하시는 겁니다,0,0,0,1,0,0,0,0
와 비주얼이 엄청난커플이네,0,0,0,1,0,0,0,0
와 셋 다 다르네ㅋㅋㅋ 첫째는 첫째같이 공부하게 생겼고 둘째는 이쁘게 생겼고 셋째는 잘 놀게 생겼네ㅋ,0,0,0,1,0,0,0,0
"와 소름돋네 공감순 1,2위 댓글이 다친사람 걱정이 아니라 물어뜯을것부터 찾는것봐;; 웬디 큰 후유증 없이 건강하게 낫길ㅠ",0,0,0,1,0,0,0,0
와 시발 사랑해요 엠비씨 진짜ㅠㅠㅠㅠㅠ내가 작년부터 뱅규 나혼산 보내달라고 외챴는데 드디어ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ죽을 것 같아 기분 조졋다,0,0,0,1,0,0,0,0
와 신동엽 다시봣다아,0,0,0,1,0,0,0,0
와 온통 악플뎃글 ㅎㄷㄷ,0,0,0,1,0,0,0,0
와 이 뉴스를 보고 또 힘이 난다 당장고백하러간다.,0,0,0,1,0,0,0,0
와 이쁘다 가을스튜디오네,0,0,0,1,0,0,0,0
와 일방적 주장 글만 보고 사람 까내리는거 좀 역하다..,0,0,0,1,0,0,0,0
와 적응안돼...맨날 푸짐한 신동만 보다가.....다시 찔수도 있지만 그래도 대단타,0,0,0,1,0,0,0,0
와 젼나이쁘네,0,0,0,1,0,0,0,0
와 진짜 신이내린 몸매~,0,0,0,1,0,0,0,0
와 진짜 엄청 욕먹네 난 이제는 안쓰럽다,0,0,0,1,0,0,0,0
와 진짜 이쁘게 잘컸다.,0,0,0,1,0,0,0,0
와 차세찌 진짜부럽다 와....,0,0,0,1,0,0,0,0
와..남주혁 머리 저렇게 하니까 진짜 그레이랑 형제라고 해도 믿겠네,0,0,0,1,0,0,0,0
와..오늘 민간 사찰 가지고 국정감사 하더만 바로 터트리는거봐...,0,0,0,1,0,0,0,0
와~~~ 애들이 어쩜 부모 반반닮아 미남미녀에 홍일점까지... 넘 믓저,0,0,0,1,0,0,0,0
와ㅜㅜ 고배우 연기 진짜ㅜㅜ 와 소름돋음,0,0,0,1,0,0,0,0
와꾸만 보면 미나가 쫌 아까운데,0,0,0,1,0,0,0,0
와우~두 달만에 19kg ㄹㅇ 인간 승리다,0,0,0,1,0,0,0,0
와이지 믿고 본다.,0,0,0,1,0,0,0,0
와이키키 광팬으로서 김정현 코믹 이미지를 버릴려고 노력하는게 보인다 연기자로서 칭찬해줘야지 왜이렇게 서현팬들이 ㅈㄹ맞네,0,0,0,1,0,0,0,0
완벽한타인의 준모부부가생각나네.전국민에게폰이공개된듯한 느낌?,0,0,0,1,0,0,0,0
완전 개웃겼음ㅋㅋㅋㅋㅋ 1얼로 승진시켜주자!!,0,0,0,1,0,0,0,0
완전 기대되네요 ㅋㅋㅋ 스캐 나온거랑 어떻게 다를지 궁금ㅋㅋ,0,0,0,1,0,0,0,0
완전 잼나게 봤어요~~앞으로 기대됩니다. 화이팅!,0,0,0,1,0,0,0,0
완전동안 누가48세를믿겠어요 넘넘이쁘셔 화이팅,0,0,0,1,0,0,0,0
왕의귀환..진짜가나타났다! 잠시 bts 쪽으로 외도는했지만..지디가 돌아왔다~!!~♡♡♡ 너가 멀해도 좋다~~~,0,0,0,1,0,0,0,0
왕진진부인낸시랭님 결혼후 더 이뻐지셨네요ㅎㅎ 왕진진♡낸시랭 알콩달콩 이쁜사랑하시면서 오래오래 행복하게 잘사세요ㅎㅎ 과거는잊어버리시고 둘만의행복을찾아요 ㅎㅎ 그리고 네티즌말신경쓰지마세요,0,0,0,1,0,0,0,0
왜 갑자기 미이라가 생각나지?,0,0,0,1,0,0,0,0
왜 갑자기 폐암 ㅠ 스토리가 맥략이 없어,0,0,0,1,0,0,0,0
왜 고소를 취하한걸까 ? 암튼 보고싶진않다,0,0,0,1,0,0,0,0
왜 김수현은 오래걸리는거같지?? 이민호는 빨리나오는거같네,0,0,0,1,0,0,0,0
왜 김지석 기시에 홍진영자매 악플다냐? 이해불가다 보기싫으면 보지마 니들은 보기싫어도 난 홍지매 재밌으니까 홍선영언니 끼많고 재밌더만 웃는 모습이 너무 귀엽고 천진난만하심 계속 보고싶음,0,0,0,1,0,0,0,0
"왜 난 유진씨만보면 아직도 고인 박용하씨가 떠오르는지,,,",0,0,0,1,0,0,0,0
왜 로또를 사지 않을까요 ㅋ 번호 기억 해서 과거로 간 후 로또 사면 1등 되고 .. 좋을텐데...,0,0,0,1,0,0,0,0
왜 못 잡아먹어서 안달이야 걍 냅둬라 좀,0,0,0,1,0,0,0,0
왜 분위기가 한서희 우쭈주잘했다임? 욕먹어야지너도,0,0,0,1,0,0,0,0
왜 스타들이 라스 안나오는줄 알겠더라. 사전 인터뷰때 대수롭지 않게 뱉은 말을 싸움붙이려고 부풀려서 MC들이 굳이 언급함. 그리고 논란같은거 생기면 편집 그딴거 없고 걍 내보냄,0,0,0,1,0,0,0,0
왜 엄마가 죄스러워야 되죠?당당하게 사세요 엄마가 죕니까,0,0,0,1,0,0,0,0
왜 없나요? 난 김수민아나운서 더 좋이ㅣ졌는데...할말하는 연예인 공인 사람들이 좋아요~~,0,0,0,1,0,0,0,0
왜 유이는뭐든 잘하는대 유이 기사에는 악플이많는지 난개인적으로 유이 참좋아하는 배우 앞으로 쭉 잘 나갔으면 수지보다 유이가 더 짱ㆍ,0,0,0,1,0,0,0,0
왜 윤지성뜨는거야 나 진짜 맨날 투표했는데ㅠㅠ 팬 많은게 진짜,0,0,0,1,0,0,0,0
왜 이러나 정말 이건 불륜인데 나중에 늘겅서 어쪄려고,0,0,0,1,0,0,0,0
왜 저렇게살까,0,0,0,1,0,0,0,0
왜 처음에 좋은느낌에 드라마라구 생각했는데 결국 진부한설정 산으로가는 개갑질 개막장 드라마가 되는가.......,0,0,0,1,0,0,0,0
왜 하차야 소속사가 잘못했구안 스케줄을 소속사가짜서 움직이는거아님???,0,0,0,1,0,0,0,0
왜 하필 어묵 먹방을 했을까? 거참..,0,0,0,1,0,0,0,0
왜? 난지금 얼굴이 제일 이쁘구만.,0,0,0,1,0,0,0,0
"왜? 돈 잘버는 연예인이 다자녀 쉽게 키우니깐 불편하세요?? 그럼 노력해서 돈 잘버시지 그랬어요.. 정부탓, 사회탓만 할게 아니라 본인이 어디까지 해봤냐를 따져야죠..",0,0,0,1,0,0,0,0
왜? 문재인씨 라고 하면 안되???? 겁나 별거가지고 트집이야,0,0,0,1,0,0,0,0
왜들 준영이가 민경장 만나는건 괜찮고 영재가 쫒아다니던 호철이 만나는건 뭐라 하는걸까요... 같은상황인거 같은데요... 민경장이 영재에게 고백만 안했을뿐 영재가 병원에서 두사람 모습보고 화만 안냈을뿐인데,0,0,0,1,0,0,0,0
왜욕을합니까?두분이사랑한다는데..욕하고 비난할자격 우리에겐없지않나요? 무슨권리로 비난과욕을하죠?,0,0,0,1,0,0,0,0
왜이리 못생겨졋누,0,0,0,1,0,0,0,0
왜이리 악플만 있죠...전개가 답답하기 보단 연출이 세련된거 같고 10분이라 느낄만큼 잼나는데....,0,0,0,1,0,0,0,0
왜케 이뻐졌음? 내사랑❤️❤️❤️,0,0,0,1,0,0,0,0
왠만하면 댓글안다는데 심판이 너무 핸섬쪽으로 콜 불러주더만. 정당한 경기를 기대했는데 난 이제 안볼란다.,0,0,0,1,0,0,0,0
왠지 쇼 한 느낌...,0,0,0,1,0,0,0,0
왤케 연예인들 물고 뜯냐 ㅋㅋ본인 인생들 챙겨요,0,0,0,1,0,0,0,0
외국에서는 승무원이 하찮고 3D직종이라 기피하는데 한국에서만 유독 승무원이 대단한 직업으로 낙인찍였어,0,0,0,1,0,0,0,0
외소한체격이 참 아쉽지만..지드래곤은 참 멋져부러,0,0,0,1,0,0,0,0
왼쪽 남자 김구라 아닙니다....ㅋㅋㅋㅋㅋ다들 속으시네 ㅋㅋㅋㅋ 알려드릴게요~,0,0,0,1,0,0,0,0
요새 나혼자산다 솔직히노잼.,0,0,0,1,0,0,0,0
요새 스브스는 믿음이 안 가서........,0,0,0,1,0,0,0,0
요즘 가수 잘 모르는 우리 엄마도 재범이는 좋아함.아니 재범이를 어디서 봐서 좋아하냐고 물어보니깐 쇼미더머니에서 보니깐 진국이랰ㅋㅋㅋㅋㅋㅋ 그래서 그레이랑 재범이를 매우 잘 알고있음ㅋㅋ에이오지라고 회사도 알고있음ㅋㅋㅋ,0,0,0,1,0,0,0,0
요즘 가장 행복한사람은 오창석일거야 이채은 바라보는데 눈에서 하트가 뿅뿅 행복해하는 모습이보여 누가봐도 이채은 사랑스럽고 예쁘더라,0,0,0,1,0,0,0,0
요즘 과하게 오픈하시네 ㅋㅋ,0,0,0,1,0,0,0,0
요즘 노력하는 모습이 많이 줄은것같기도..,0,0,0,1,0,0,0,0
요즘 대세는 진용진,0,0,0,1,0,0,0,0
요즘 사전섭외없이 저렇게 방송나올수있는 세상도아니고 바가지씌운거보다는 얼간이 이미지때문에 만들어진상황인것 같은데,0,0,0,1,0,0,0,0
요즘 애들은 키가 커서 48보다는 한 52-23이 이쁜듯,0,0,0,1,0,0,0,0
요즘 웹툰세대를 이해를 못하겠다,0,0,0,1,0,0,0,0
요즘 유명한 운동선수들 은퇴 후에 후학양성을 할 생각은 않고 어떻게든 연예계로 진출할 생각만 가지고 있어서 씁쓸했는데 참 바람직한 행보인 것 같다.,0,0,0,1,0,0,0,0
요즘 유일하게 보는 드라마 한지민이도 이쁘고 지성이도 멋있다,0,0,0,1,0,0,0,0
요즘 화보나 광고사진보면 전부 한쪽눈 가린거 볼수 있다 일루미나티 전시안 코카콜라 김연아 버스정류장 광고도 랑콤 광고도,0,0,0,1,0,0,0,0
요즘도 계속 너를 노래해 들어요~~ 왜안떴는지 참 아쉽다능~~~ ㅜㅜ,0,0,0,1,0,0,0,0
요즘에 결혼하고 밖에 나가서 돈 안 벌어오고 집에서 애 육아 참여 안 하는 사람이 어딨냐.,0,0,0,1,0,0,0,0
요즘은 그냥 태생이 못된건지....아님 지들 삶이 여유가 없어서 못되진건지....정말 못된 심보를 가진 사람이 너무 많아. 여기 댓글들과 그 못된 댓글 추천수만 봐도 참...답이 없음.,0,0,0,1,0,0,0,0
요즘은 배우보다 아나윤서가 더이뻐,0,0,0,1,0,0,0,0
용기내주셔서 감사합니다,0,0,0,1,0,0,0,0
용두사미. 실망했어요.,0,0,0,1,0,0,0,0
용병 이제 그만 나왔으면함 무슨 게스트를 매주불러,0,0,0,1,0,0,0,0
우리 가인이는 인기가 많아라~,0,0,0,1,0,0,0,0
우리 믹키오빠 얼마나 맘고생 심했을까민지는 슬퍼요 ㅜ,0,0,0,1,0,0,0,0
우리 아이유가 운전만 할수 있었어도...ㅠㅠㅠㅠ...윤아도 팬이긴 하다만...완벽한 어리버리가 될수 없을듯....,0,0,0,1,0,0,0,0
"우리가 뭔대, 우리에게 피해주지도 않고, 열심히 사는 한 사람에게 비판을 하나? 홍수아 연기에 대한 열정 느껴져서 보기 좋더라. 웃음 속에 나름의 소신도 있더라. 응원합니다!!",0,0,0,1,0,0,0,0
우리나라 3대핑크...에이핑크.블랙핑크.자이언트 핑크,0,0,0,1,0,0,0,0
우리나라 명배우중에서도 탑이신분~,0,0,0,1,0,0,0,0
우리나라 의학기술의 발달은 실로 놀랍다,0,0,0,1,0,0,0,0
우리나라에서 나나랑 클라라가 제일 예쁨왜 악플이 많은지???,0,0,0,1,0,0,0,0
우리나라에선 행복하면 밉상돼요,0,0,0,1,0,0,0,0
우리찜니 넘조아,0,0,0,1,0,0,0,0
우승후보는 나플라랑 디아크지디아크 과소평가하지마라 ㅈㄴ잘한다,0,0,0,1,0,0,0,0
우와 하림님 정말 축하드려요!!,0,0,0,1,0,0,0,0
우와~19년~대단하다!앵두야~좀만 더 힘내서 아프지말자ㅠ근데 앵두를 좀 보고 싶은데......................,0,0,0,1,0,0,0,0
우하하 키ㅣ득 어쩌면 조아 일본에서 활동할 팀은 이제부터느 ㄴ아이즈원이당 여러분 아이즈원에게 모든걸 겁시당 내 사랑 아이즈원 알라뷰 그러쿠 말구 역시 아지원 천재박사 진심므로 사랑하는 일본시장은 아이즈원 거다,0,0,0,1,0,0,0,0
우효광 추자현 나왔으면~ 마누라 좋아^^,0,0,0,1,0,0,0,0
운동하는 아들이 없군. 좋은 아빠,0,0,0,1,0,0,0,0
울 제니홧팅 ㅠㅠㅠㅠㅠㅠ 댓글신경쓰지마,0,0,0,1,0,0,0,0
울지마 바보야...나 정말 갠차나,0,0,0,1,0,0,0,0
웃기다 ㅋㅋ,0,0,0,1,0,0,0,0
워너원이 나와야지. .,0,0,0,1,0,0,0,0
원걸은 그냥 박진영 탓이지... 미국안갔으면 소녀시대 자리 원걸이 먹었다.,0,0,0,1,0,0,0,0
원데이터 대체 누구를 위한 공개인가,0,0,0,1,0,0,0,0
원래 레파토리였지 계획된,0,0,0,1,0,0,0,0
원래 마른 몸매 아니었나? 쨌든 부럽네요^^,0,0,0,1,0,0,0,0
원작보다 재미없다며 ㅋㅋ,0,0,0,1,0,0,0,0
원작이랑 스토리가 너무 똑같음 시놉만 가져오고에피소드는 좀 바꿔도 될텐데,0,0,0,1,0,0,0,0
원작하고 나이가 안맞아서 그렇지 차승원 김사랑이 했으면 딱이었을것같다,0,0,0,1,0,0,0,0
원진이 살려 ㅠㅠㅠㅠㅠㅠㅠ,0,0,0,1,0,0,0,0
원테이블의 결론: 결국은 맛보단 이쁜거!!!,0,0,0,1,0,0,0,0
원호 오빠 믿어!!!!!!! 항상 믿어요!!!!!!! 영원히 함께하자!!! 사랑해요,0,0,0,1,0,0,0,0
월 200 갈굼받으면서 힘들게 버는 직장인들 힘드신건 알겠는데 돈 많다는 이유로 다른사람 표적질 하면 안되죠~ 도끼 깎아내려봐야 니들 인생만 구차해집니다.,0,0,0,1,0,0,0,0
"월드컵 때문에 불청 시청이 소원하였지만 왜 박선영은 안 나오는 거냐? 베트남 호이안해변에서 식당 개업한거냐? 아,선영이의 천진쾌활한 웃음소리를 듣고 싶구나! 뜨거운 양철 지붕 위 같은 요즘, 잘 지내고 있겠지.",0,0,0,1,0,0,0,0
월트디즈니 만화를 보는듯...,0,0,0,1,0,0,0,0
웬디를 축복합니다 예수님의 보혈을 덮습니다 상처에 바릅니다 영혼이 잘됨같이 범사가 잘되고강건해지시길 기도합니다,0,0,0,1,0,0,0,0
웬만하면 적은 안만드는게 좋다,0,0,0,1,0,0,0,0
위기는 무슨~~,0,0,0,1,0,0,0,0
위대한쇼가 더 잼나긴했어,0,0,0,1,0,0,0,0
윌리엄 그동안 스킵했었는데 오늘 이모습하고 서준이에서 눈여겨볼 아이로 성장했움,0,0,0,1,0,0,0,0
윌리엄긴장해야것네 벤틀리가더구여울것같다 ㅋㅋㅋ,0,0,0,1,0,0,0,0
유감같은 소리한다 패소해놓고,0,0,0,1,0,0,0,0
유강라인 이었으면 좋겠다,0,0,0,1,0,0,0,0
유건선배 응원합니다-!!멋지고 착한 자랑스런 배우 유건-!!!!,0,0,0,1,0,0,0,0
유검사가 방법이 잘못됐지만..어린시절 부모 억울하게 잃고..복수심도 있을꺼고..이해가 안가는건 아니다..난..왜 유검사가 짠하지..문과장 죽음도 슬펐지만..ㅠㅠ,0,0,0,1,0,0,0,0
유리가 누군데? 유리가 한두명이라지...,0,0,0,1,0,0,0,0
유리를 왜 언급하는데,0,0,0,1,0,0,0,0
유리언니 마리텔부터 좋아했었는데 결혼다신다니 정말 축하드립니다ㅜㅜ 정말 행복하셨으면 좋겠어요 두분 행복한 부부생활 보내세요,0,0,0,1,0,0,0,0
유민상 투입시켜라,0,0,0,1,0,0,0,0
유병재 호감~~,0,0,0,1,0,0,0,0
유산 될수있으니 조심하세요 유산은 노노,0,0,0,1,0,0,0,0
유산슬과 코다리 사랑 듀엣 가즈아~!!!,0,0,0,1,0,0,0,0
유시민 밖에 없다 다음 대선에...,0,0,0,1,0,0,0,0
유역비 닮음,0,0,0,1,0,0,0,0
유이 연기 잘한다....,0,0,0,1,0,0,0,0
유이는 괜찮아 마스크도 괜찮고 애도 참하고 사극은 내 아이디어였는데 좀 묻히긴 했지만 ㅋㅋ 현대물에서는 잘하네 기럭지도 좋고 한국 홍보용으로 아주 좋아,0,0,0,1,0,0,0,0
유이는 나날이 연기가 느는게 노력한 티가 남.. 특히 우는 연기랑 목소리 떠는 연기.. 악플량에 비해 연기가 좋아서 매번 놀란다,0,0,0,1,0,0,0,0
유인나랑 헤어짐?,0,0,0,1,0,0,0,0
유일하게 안보는 프로다.,0,0,0,1,0,0,0,0
유재석 예능의 특징게스트만 나옴 춤시킴핵노잼,0,0,0,1,0,0,0,0
유재석 이제 좀 지겹다~ 새로운 얼굴 나와라~,0,0,0,1,0,0,0,0
유재석 재벌인디,0,0,0,1,0,0,0,0
"유재석,박명수,강호동,서장훈,이수근,은지원 요렇게 6명이서 무도2 해라. 최고조합이다",0,0,0,1,0,0,0,0
유재석도 한물간듯 마지막으로 흥행은 고사하고 화제라도 됐던 프로그램이 뭔지 기억도 안난다,0,0,0,1,0,0,0,0
유재석씨는 기부안합니꽈~~~~?,0,0,0,1,0,0,0,0
유재석은 꼭 따라 다니는 멤버가 정해져있음 ㅉㅉ,0,0,0,1,0,0,0,0
유재석은 이제 그만,0,0,0,1,0,0,0,0
유재석은 이제 하차해라,0,0,0,1,0,0,0,0
"유재석이 하는 프로 무도는 폐지, 런닝맨 폐지각이었는데 번복하고 전소민 넣고 기사회생, 해투 폐지각이었는데 엄현경 넣고 기사회생, 다시 엄현경 빠짐.. 폐지가 답",0,0,0,1,0,0,0,0
유지보단 안해준단거죠 유책배우자가 좋아서 글겠습니까 이혼해줌 돌씽이라고 지만 신나서 다닐껀데 왜 당한사람이 쿨하게 보내줍니까 그럴이유도 없는거지,0,0,0,1,0,0,0,0
유진 바다가 변제 해주고 우리 다시 시작하자하면 그림이 좋은데,0,0,0,1,0,0,0,0
유진 별로,0,0,0,1,0,0,0,0
유진이랑 트와이스 나연이랑 쫌 닮았다,0,0,0,1,0,0,0,0
유천이랑 연락하죠?,0,0,0,1,0,0,0,0
유치해요 ㅠㅠ,0,0,0,1,0,0,0,0
유튜브 잘보고있습니다!! 행복하세요~,0,0,0,1,0,0,0,0
유튜브 활력소TV가 신성일 선생님을 비방하는 영상을 퍼뜨렸음. 이 악플러 고소 당했으면.,0,0,0,1,0,0,0,0
유포킴 구속 가즈아~~,0,0,0,1,0,0,0,0
유학다녀와서 레스토랑에서 뭘 하는걸까 궁금,0,0,0,1,0,0,0,0
"유혹,대단했었죠~근데볼때마다 정훈희씨닮았음ㅎ",0,0,0,1,0,0,0,0
유희열님 미추리개꿀인데게스트로 나와주세욤ㅎㅎ유유커플 꿀쟁,0,0,0,1,0,0,0,0
유희열의 스케치북은 요즘 하긴 함?,0,0,0,1,0,0,0,0
육두문자 나오더라,0,0,0,1,0,0,0,0
육성재가아닌게 어디냐ㅠㅠ 이창섭은 노상관 ㅋ,0,0,0,1,0,0,0,0
육아하는 아빠라니 육아는 부모라면 당연한거고요....ㅋ..;;,0,0,0,1,0,0,0,0
육중완도 끝낫네ㅋ,0,0,0,1,0,0,0,0
윤미래 타이거 jk 매니저들이 사기치고 짝짜꿍 음 해서 지금까지 번거 다 해먹고 이제 둘이서 활동한다던데 잘됐으면,0,0,0,1,0,0,0,0
윤미래의 재능 너무 아까워.,0,0,0,1,0,0,0,0
윤민수랑 결혼 ㄱ ㄱ,0,0,0,1,0,0,0,0
윤서인이 눈치 안보고 당당하게 개념 발언한거지,0,0,0,1,0,0,0,0
윤성한 아프리카 개노잼..,0,0,0,1,0,0,0,0
윤세아 데뷔작인지는 모르겠지만 처음 본 드라마에서 무표정에 차분하고 도도한 이미지였었던거 같은데 그 때 너무 잘 어울려서 인상깊었음 다른 이미지 안어울림,0,0,0,1,0,0,0,0
윤소희 신인때부터 눈여겨왔지만 내생각보드 더 겸손하면서 이쁜배우일줄이야..더 좋아할수밖에없네..,0,0,0,1,0,0,0,0
