sentence,d_num,speaker,label,혐오,선정,범죄,욕설,비난,비도덕 아님,폭력,차별
다 작가들이 소설쓰고 각본하는거 ㄹㅇ 저런걸 방송이라고 질떨어진다,2393,화자2,비난,0,0,0,0,1,0,0,0
인스타에 매일 가방 사는꼴을 보니 ㄱㅊㄴ인가,2394,화자1,비난,0,0,0,0,1,0,0,0
지돈으로 사는게 아니라 부모 등꼴 빼먹는거 같은데,2394,화자2,비난,0,0,0,0,1,0,0,0
부모도 돈 없어서 몸 팔아서 사는듯,2394,화자1,"비난,선정",0,1,0,0,1,0,0,0
왜 유튜브에서 노래하고 난리냐,2395,화자1,비난,0,0,0,0,1,0,0,0
능력안되는거 아니까 여기서라도 벌어먹겠다고 그러는 거잖아,2395,화자2,비난,0,0,0,0,1,0,0,0
돈 쉽게벌려고 하네; 이래서 노래한다고 설치는 애들은 매를 맞아야해,2395,화자1,비난,0,0,0,0,1,0,0,0
유명 연예인들 유튜버 하는 꼬라지 봐라,2396,화자1,비난,0,0,0,0,1,0,0,0
이제 방송계에서 못 빨아 먹으니까 여기까지 진출했네,2396,화자2,비난,0,0,0,0,1,0,0,0
저렇게 돈 밝히는 애들 뭐가 좋다고 좋아해주지? 이런거 보는 애들도 다 저능아 인가보네,2396,화자1,비난,0,0,0,0,1,0,0,0
캬 강에 빠진 강아지 구했다더니 ㅋㅋㅋ,2397,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그렇게 주작으로 돈이 벌고 싶나 돈독이 아주 머리 끝까지 올랐네,2397,화자2,비난,0,0,0,0,1,0,0,0
애완동물이 효자야 저런 무능한 것도 사람구실하게 돈도 벌어다주고,2397,화자1,비난,0,0,0,0,1,0,0,0
요리 유튜버라면서 이상한걸 만드냐?,2398,화자1,비난,0,0,0,0,1,0,0,0
요리사 맞아? 결과물이 무슨 공장에서 일하다 온거 같은데,2398,화자2,비난,0,0,0,0,1,0,0,0
손으로 똥을 만들 수 있는 능력이 있나 하는 것 마다 다 오물들이네 ㅋㅋㅋ,2398,화자1,비난,0,0,0,0,1,0,0,0
너같은게 길거리 돌아 다닌다 생각하니까 좀 무섭다,2399,화자1,비난,0,0,0,0,1,0,0,0
어? 사람말을 하네? 짐승 아니었어??,2399,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ 널 낳은 부모를 내가 계단에서 밀었어야 했는데,2399,화자1,"비난,폭력",0,0,0,0,1,0,1,0
요즘도 훈계질 하는 사람이 있나?,2400,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그 사람들 하도 딱딱 거려서 틀니 부셔짐 ㅅㄱ,2400,화자2,비난,0,0,0,0,1,0,0,0
이빨도 없는데 밥 축내지말고 얼른 사라지렴,2400,화자1,비난,0,0,0,0,1,0,0,0
손님들 와서 몸 훑어 보는거 너무 짜증나;,2401,화자1,비난,0,0,0,0,1,0,0,0
누가? 너 같은 돼지를?,2401,화자2,비난,0,0,0,0,1,0,0,0
아 같은 돼지가 암컷 돼지봐서 그랬나보다 ㅋㅋㅋ,2401,화자2,비난,0,0,0,0,1,0,0,0
페미짓 할꺼면 논리라도 맞던가,2402,화자1,비난,0,0,0,0,1,0,0,0
앞 뒤 맞지도 않는 말하면서 __ 우기네,2402,화자2,비난,0,0,0,0,1,0,0,0
지능이 짐승이라 어쩔 수 없나봐 ㅋㅋㅋ,2402,화자1,비난,0,0,0,0,1,0,0,0
페미 언냐들은 성범죄 걱정은 안해도 되겠다 ㅎㅎ,2403,화자1,비난,0,0,0,0,1,0,0,0
저 몸으로 돌아다니는데 뭔 걱정을 해 ㅋㅋ,2403,화자2,비난,0,0,0,0,1,0,0,0
저런 것들은 집이 아니라 사육장에서 돼지랑 같이 키워야하는데,2403,화자1,"비난,폭력",0,0,0,0,1,0,1,0
애완동물 내 세워서 방송하는게 _케 보기싫지,2404,화자1,혐오,1,0,0,0,0,0,0,0
지들 밥벌이 할려고 동물을 파네,2404,화자2,혐오,1,0,0,0,0,0,0,0
이제는 하다하다 사람이 아니라 동물한테 빌붙어서 사네 ㅋㅋㅋ 니네가 사람이냐,2404,화자1,"혐오,비난",1,0,0,0,1,0,0,0
돈이 없으면 대학을 오지 말아야지;,2405,화자1,비난,0,0,0,0,1,0,0,0
대학 한번 다니겠다고 대출까지 받네 ㅋㅋㅋ,2405,화자2,비난,0,0,0,0,1,0,0,0
학교 다녀봤자 밑 바닥 인생 안변하는데 그냥 가서 막노동이나 하지 ㅋㅋㅋ,2405,화자1,비난,0,0,0,0,1,0,0,0
지나가는 노인들 보면 머리가 있긴 있는건가 싶다,2406,화자1,혐오,1,0,0,0,0,0,0,0
무슨 나이만 먹고 머리에 든건 다 빠져나가나,2406,화자2,혐오,1,0,0,0,0,0,0,0
노인들 지구에서 싹 청소 해버려야되는데 노인네가 먹는 음식이 아깝다,2406,화자1,혐오,1,0,0,0,0,0,0,0
설리가 그렇게 된거 너무 불쌍하다..,2407,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그니까.. 그렇게 갈꺼면 나 한번 대주고 가지,2407,화자2,"선정,비난",0,1,0,0,1,0,0,0
와 말하는 꼴봐 니네 엄마한테나 가서 대달라고 해,2407,화자1,"선정,비난",0,1,0,0,1,0,0,0
위안부가 맞다는 증거가 있냐?,2408,화자1,비도덕 아님,0,0,0,0,0,1,0,0
50년 지나면 강남 오피녀들도 위안부 취급 받겠네,2408,화자2,"비난,선정",0,1,0,0,1,0,0,0
이제는 없어져서 위안부 증명도 못해~,2408,화자1,비도덕 아님,0,0,0,0,0,1,0,0
얼굴 볼록한게 여기저기 뭘 넣은거야;;,2409,화자1,비난,0,0,0,0,1,0,0,0
와 무슨 외계인 보는줄 저렇게 혐오스럽기도 힘들겠다,2409,화자2,혐오,1,0,0,0,0,0,0,0
얼굴 바늘로 찌르면 피가 아니라 실리콘 나오겠네 ㅋㅋㅋ,2409,화자1,"혐오,비난",1,0,0,0,1,0,0,0
우리나라가 무슨 게임강국이냐 ?,2410,화자1,비도덕 아님,0,0,0,0,0,1,0,0
프로게이머들 하는거 보면 내가 발로해도 저것보단 잘하겠다,2410,화자2,비난,0,0,0,0,1,0,0,0
학교에서 따당하던 애들이 게임잘한다고 기어 나오는거 보면 머리 깨버리고 싶다,2410,화자1,비난,0,0,0,0,1,0,0,0
아이유 뭐가 좋다고 난리냐,2411,화자1,비난,0,0,0,0,1,0,0,0
여자면 가슴이랑 골반인데 저런 빈약한게 뭐가 좋다고 ㅋㅋㅋ,2411,화자2,"비난,선정",0,1,0,0,1,0,0,0
ㅇㅈ 우리 옆집 초등학생이랑 똑같은데 좋아하는 애들은 다 소아성애자인가?,2411,화자1,"선정,비난",0,1,0,0,1,0,0,0
단원고 특별전형으로 학교간 애들은 꿀이겠네,2412,화자1,비난,0,0,0,0,1,0,0,0
진짜 부럽다 ㅜㅜ 누구는 3년동안 공부해서 힘들게 갔는데,2412,화자2,비난,0,0,0,0,1,0,0,0
우리학교는 뭐 큰 사고 안나나 나도 학교좀 편하게 가고싶다,2412,화자1,비난,0,0,0,0,1,0,0,0
세월호 300명 가지고 왜 이렇게 호들갑이야??,2413,화자1,비난,0,0,0,0,1,0,0,0
ㅇㅈ 아직도 기억한다 뭐한다 나중에 전쟁나면 어쩔려고;;,2413,화자2,비난,0,0,0,0,1,0,0,0
기억력은 붕어인 것들이 이런건 또 잘 기억해 ㅋㅋ,2413,화자1,비난,0,0,0,0,1,0,0,0
실종아동 찾는거 왜 이렇게 바보 같지,2414,화자1,비난,0,0,0,0,1,0,0,0
아니 무슨 10년전에 잃어 버린걸 아직도 찾고있냐 ㅋㅋ,2414,화자2,비난,0,0,0,0,1,0,0,0
벌써 이 세상 사람 아닐텐데 참 쓸데 없는 짓 많이들 한다,2414,화자1,비난,0,0,0,0,1,0,0,0
아니 옷을 왜 저렇게 입고 방송하는거야? 요즘은 애들도 다 보는데,2415,화자1,비난,0,0,0,0,1,0,0,0
저게 아이돌로 성공하는거야 몸으로 성공하는거야,2415,화자2,비난,0,0,0,0,1,0,0,0
나도 저렇게 몸 굴리면 아이돌로 성공하_다 ㅋㅋ,2415,화자1,"비난,선정",0,1,0,0,1,0,0,0
쟤는 잘하는게 뭐라고 맨날 방송에 나오냐?,2416,화자1,비난,0,0,0,0,1,0,0,0
아니 진짜 소속사 왜 밀어주는거지?,2416,화자2,비난,0,0,0,0,1,0,0,0
다리 벌려주니까 사장이 좋다고 밀어주는거자나 ㅋㅋ,2416,화자1,"비난,선정",0,1,0,0,1,0,0,0
백신 맞는거 너무 무섭다 ㄷㄷ,2417,화자1,비도덕 아님,0,0,0,0,0,1,0,0
요즘 부작용으로 죽는 사람들 많던데 이걸 맞아야하나?,2417,화자2,비도덕 아님,0,0,0,0,0,1,0,0
정부는 뭐하냐 이런거 보상해주지 하긴 세금 다 지들 입속을 들어가니까 돈이없지,2417,화자1,혐오,1,0,0,0,0,0,0,0
자식이 공부 좀 하겠다는데 좀 지원해주면 안되냐?,2418,화자1,비도덕 아님,0,0,0,0,0,1,0,0
너 같은 애가 공부해봤자 안할꺼 아니까 아까워서 못하는거지,2418,화자2,비난,0,0,0,0,1,0,0,0
나라면 너 지원해줄꺼 그냥 땅에 돈버리는게 덜 아깝겠다,2418,화자2,비난,0,0,0,0,1,0,0,0
말하는 꼴을 보니 가정교육을 잘 못 받았나 보네,2419,화자1,비난,0,0,0,0,1,0,0,0
닌 부모님 없어서 가정교육이 아예 없었던거 같은데??,2419,화자2,비난,0,0,0,0,1,0,0,0
니 진짜 부모가 돈 없어서 너 팔아 넘긴것도 모르고 좋단다 ㅋㅋㅋ,2419,화자1,비난,0,0,0,0,1,0,0,0
서울대 미만은 벌레들임,2420,화자1,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋㅋ 그런 넌 고졸인거 같은데?,2420,화자2,비난,0,0,0,0,1,0,0,0
너같은 지방대 다니는 등골브레이커 보다는 내가 더 나은거 같은데?,2420,화자1,비난,0,0,0,0,1,0,0,0
외국인들 한국와서 방송하는거 보면 불쾌해,2421,화자1,비난,0,0,0,0,1,0,0,0
지들 나라에서나 방송하지 왜 남의 나라와서 행패야,2421,화자2,비난,0,0,0,0,1,0,0,0
지들 나라에서는 몸 파는거 아니면 인정 못 받으니까 여기와서 저러는 듯,2421,화자1,"선정,비난",0,1,0,0,1,0,0,0
와 진짜 졸업반이 심하다 한심해,2422,화자1,비난,0,0,0,0,1,0,0,0
앞에서 공부한다면서 게임하고 있어 ㅋㅋㅋㅋㅋ,2422,화자2,비난,0,0,0,0,1,0,0,0
놔줘 저런 애들이 나중에 벽돌 열심히 날라서 집지어주니까,2422,화자1,비난,0,0,0,0,1,0,0,0
요즘 친구 자격증 공부한다는데 그머리로 될까 싶다 ㅋㅋㅋ,2423,화자1,비난,0,0,0,0,1,0,0,0
자격증은 아무나 합격하나,2423,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋㅋ 그냥 몸 굴리는 일이 딱인데 참 인생 불쌍해,2423,화자1,비난,0,0,0,0,1,0,0,0
강아지 진짜 귀엽다,2424,화자1,비도덕 아님,0,0,0,0,0,1,0,0
생긴건 보신탕 잘 먹게 생긴게 귀엽다고 말하네 ㅋㅋㅋ,2424,화자2,"비난,폭력",0,0,0,0,1,0,1,0
저 사람도 나중에 식량으로 먹을려고 키우는 걸껄,2424,화자2,"비난,폭력",0,0,0,0,1,0,1,0
경찰들 하는 것도 없는게 왜이리 유세지,2425,화자1,비난,0,0,0,0,1,0,0,0
민중의 지팡이가 아니라 민중의 곰팡이 아니냐,2425,화자2,비난,0,0,0,0,1,0,0,0
사회가 썩어서 거기 나는 곰팡이지 하는 것도 없는 것들이 세금 엄청 축내,2425,화자1,비난,0,0,0,0,1,0,0,0
요즘 고등학생들 몸이 왜 이리 좋아,2426,화자1,"비난,선정",0,1,0,0,1,0,0,0
납치해서 집에서 한마리 키우고 싶네,2426,화자2,"범죄,선정",0,1,1,0,0,0,0,0
저런 학생이랑 매일 자면 소원이 없겠다,2426,화자1,"범죄,선정",0,1,1,0,0,0,0,0
버스기사 좀 늦게 왔다고 엄청 뭐라하네,2427,화자1,비도덕 아님,0,0,0,0,0,1,0,0
괜히 버스기사 하겠냐 인생에 답이 없으니까 저런거 하는거지 ㅋㅋ,2427,화자2,비난,0,0,0,0,1,0,0,0
하긴 ㅋㅋ 에휴 저사람 인생도 불쌍하다,2427,화자1,비난,0,0,0,0,1,0,0,0
카페알바 vs 내여친?,2428,화자1,비도덕 아님,0,0,0,0,0,1,0,0
니 여친 무슨 본쇄기로 얼굴 갈린거 같아,2428,화자2,"비난,폭력",0,0,0,0,1,0,1,0
ㅋㅋㅋㅋ 솔직히 몸 대주니까 사귀지 아니였음 버렸어~,2428,화자1,"비난,선정",0,1,0,0,1,0,0,0
애기들 나와서 하는 프로그램 꼴보기 싫네 진짜,2429,화자1,혐오,1,0,0,0,0,0,0,0
애들이 방송하는거 보면 진짜 돈 쉽게 벌어~,2429,화자2,"혐오,비난",1,0,0,0,1,0,0,0
부모들이 내세울게 없으니까 애들이라도 팔아서 돈버는 거잖아,2429,화자1,"혐오,비난",1,0,0,0,1,0,0,0
우리반에 돼지들 진짜 많네 지방덩어리 들고 다니는거 부끄럽지도 않나,2430,화자1,혐오,1,0,0,0,0,0,0,0
여기가 무슨 학교냐 그냥 돼지 사육장이지;;,2430,화자2,혐오,1,0,0,0,0,0,0,0
사람 말 하는게 아니라 꿀꿀거리고 다니네 ㅋㅋ,2430,화자1,비난,0,0,0,0,1,0,0,0
여자들 군대도 안가면서 찡찡 거리는게 진짜 역겹다,2431,화자1,혐오,1,0,0,0,0,0,0,0
한국 여자 가슴처럼 걔네는 머리에 있는 뇌도 작을듯 ㅋㅋㅋ,2431,화자2,"비난,선정",0,1,0,0,1,0,0,0
여기저기서 빨아주니까 지들이 무슨 공주인줄 아나;;,2431,화자1,"혐오,비난",1,0,0,0,1,0,0,0
유튜버 가슴 엄청 크네 ㅋㅋㅋ,2432,화자1,선정,0,1,0,0,0,0,0,0
다음엔 옷벗고 찍어줘~,2432,화자2,선정,0,1,0,0,0,0,0,0
옷 벗으면 돈 많이 벌 수 있는걸 어렵게 사네ㅋㅋ,2432,화자1,선정,0,1,0,0,0,0,0,0
여자 유튜버중에 성괴들 많은데 저걸 좋다고 빨아주네,2433,화자1,비난,0,0,0,0,1,0,0,0
ㅇㅈ 성괴들 설자리 없게 제제해야함,2433,화자2,비난,0,0,0,0,1,0,0,0
토 나오는 사기꾼들 지들 본판 까면 안되는거 아니까 얼굴 뜯어 고쳤지 ㅋㅋ,2433,화자1,비난,0,0,0,0,1,0,0,0
여성스럽다 남성스럽다 나누는게 성차별인걸 모르나?,2434,화자1,비도덕 아님,0,0,0,0,0,1,0,0
페미들 별의 별것 가지고 트집이네;,2434,화자2,비난,0,0,0,0,1,0,0,0
근데 넌 짐승이라 암컷스럽다 수컷스럽다라고 해야 하는거 아님?,2434,화자2,비난,0,0,0,0,1,0,0,0
남자가 무슨 화장이야,2435,화자1,비난,0,0,0,0,1,0,0,0
게이도 아니고 어우 더러워 ㅋㅋ,2435,화자2,비난,0,0,0,0,1,0,0,0
한남들 저러고 다니면 여자들이 한번 대줄줄 아는건가,2435,화자1,"비난,선정",0,1,0,0,1,0,0,0
저 유튜버 돈 너무 밝힌다;;,2436,화자1,비난,0,0,0,0,1,0,0,0
ㅇㅈ 돈 벌겠다고 저런짓도 하네,2436,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ 돈만 주면 옷도 벗겠다,2436,화자1,"비난,선정",0,1,0,0,1,0,0,0
저 커플들 카페에서 뭐하는 거야?,2437,화자1,비도덕 아님,0,0,0,0,0,1,0,0
어머 남사스러워 저런 애들은 머리에 뭐가 들었길래 저렇게 행동하지,2437,화자2,비난,0,0,0,0,1,0,0,0
쟤네는 집에서 지들 부모가 하는거 보고 따라하는 걸껄 자식 처럼 부모도 저급할듯 ㅋㅋ,2437,화자1,비난,0,0,0,0,1,0,0,0
내 친구 취업 했다고 자랑하는데 진짜 꼴볼견,2438,화자1,비난,0,0,0,0,1,0,0,0
무슨 좋은 회사도 아니고 이상한 급식소 들어갔으면서 ㅋㅋㅋ,2438,화자2,비난,0,0,0,0,1,0,0,0
내말이 하긴 지 수준에는 거기가 맞는거지 노인들 급식이나 줘라~,2438,화자1,비난,0,0,0,0,1,0,0,0
어제 캣맘들 먹이 놔두는 그릇 내가 다 갖다버림,2439,화자1,비도덕 아님,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋ 캣맘들 화난거 생각하니까 벌써 부터 속이 뻥 뚫리네,2439,화자2,비난,0,0,0,0,1,0,0,0
근데 지겹지도 않나 다음에는 먹이에 농약 뿌려놔야 겠다 ㅋㅋ,2439,화자1,"비난,폭력,범죄",0,0,1,0,1,0,1,0
저 나이에 알바를 하고 있네 ㅋㅋ 아내랑 자식들이 불쌍하다,2440,화자1,비난,0,0,0,0,1,0,0,0
결혼을 왜했다고 생각하냐 딱봐도 집에서 혼자 지낼듯,2440,화자2,비난,0,0,0,0,1,0,0,0
ㄹㅇ 저렇게 능력없는 한남들 식량이나 갉아 먹는데 싹다 사형시키던가 밥을 주면 안됨,2440,화자1,"비난,폭력",0,0,0,0,1,0,1,0
이거 웹툰은 왜 이딴식이냐,2441,화자1,비난,0,0,0,0,1,0,0,0
무슨 분량도 없고 그림체도 이상하고 작가가 발로 그리나?,2441,화자2,비난,0,0,0,0,1,0,0,0
이걸 돈 주고 보는 바보들 없지?ㅋㅋ,2441,화자1,비난,0,0,0,0,1,0,0,0
ㄹㅇ 뭐라도 된거 마냥 하는게 같잖고 꼴보기 싫네;;,2442,화자1,비난,0,0,0,0,1,0,0,0
왜 급발진해?,2442,화자2,비도덕 아님,0,0,0,0,0,1,0,0
쟤 발표하는거 진짜 싫다.,2443,화자1,비난,0,0,0,0,1,0,0,0
자기가 뭐 잘하는 줄 아는건가? 저건 다 아는거 아니냐,2443,화자2,비난,0,0,0,0,1,0,0,0
저거 160만원 하는 가방 아닌가?,2444,화자1,비도덕 아님,0,0,0,0,0,1,0,0
어휴 학생이 돈이 어딨다고 경제관념이 없나,2444,화자2,비난,0,0,0,0,1,0,0,0
아주 된장녀네 부모님 등골 잘 빼 먹는다 ㅋㅋㅋ,2444,화자1,비난,0,0,0,0,1,0,0,0
니 여자친구 진짜 못생겼다,2445,화자1,비난,0,0,0,0,1,0,0,0
닌 그걸 사람얼굴이라고 들고 다니냐?,2445,화자2,비난,0,0,0,0,1,0,0,0
그래도 니 여자친구 얼굴처럼 믹서기에 갈린것처럼 생기진 않았어,2445,화자1,"비난,폭력",0,0,0,0,1,0,1,0
여기 식당 음식 맛이 왜이래?,2446,화자1,비도덕 아님,0,0,0,0,0,1,0,0
와 내가 발로 해도 이것보다 잘하겠다,2446,화자2,비난,0,0,0,0,1,0,0,0
사장님이 음식에 대한 개념이 없나? 이러니 사람이없지,2446,화자1,비난,0,0,0,0,1,0,0,0
인생 막 사는게 꼭 너네 엄마랑 똑같네 ㅋㅋㅋㅋ,2447,화자1,욕설,0,0,0,1,0,0,0,0
너 낳은 너네 엄마보단 괜찮은데?,2447,화자2,비난,0,0,0,0,1,0,0,0
니네 엄마는 사회 범죄자로 교도소에 갇혔어야돼 너 같은 걸 사회에 풀어놨으니까,2447,화자1,"폭력,비난",0,0,0,0,1,0,1,0
우리 아빠 돈 없어서 너무 부끄러워,2448,화자1,비난,0,0,0,0,1,0,0,0
그러게 너희 아버지는 너 낳고 얼마나 부끄러울까?,2448,화자2,비난,0,0,0,0,1,0,0,0
너같은 짐승을 그래도 사람처럼 키워놨는데 감사해야지 ㅋㅋㅋ,2448,화자2,비난,0,0,0,0,1,0,0,0
아줌마들 나잇 값 못하고 다니는거 보면 너무 불쾌해,2449,화자1,비난,0,0,0,0,1,0,0,0
그래도 누군가의 어머니 일텐데 말이 심하다;;,2449,화자2,비도덕 아님,0,0,0,0,0,1,0,0
니네 엄마나 관리 잘해 ㅉㅉ,2449,화자1,비난,0,0,0,0,1,0,0,0
여자친구 앵앵 거리는거 듣기 싫다;,2450,화자1,혐오,1,0,0,0,0,0,0,0
아니 자기 기분 나쁜걸 왜 나한테 풀어? 내가 자기 종인가?,2450,화자2,혐오,1,0,0,0,0,0,0,0
그니까 입을 뽑아서 아예 말을 못하게 해야해 ㅋㅋㅋ,2450,화자1,폭력,0,0,0,0,0,0,1,0
오늘 알바하면서 진상보는데 진짜 짜증났어,2451,화자1,혐오,1,0,0,0,0,0,0,0
ㅋㅋㅋ 진상들 보면 지들이 갑왕인줄알아,2451,화자2,비난,0,0,0,0,1,0,0,0
그니까 집에서 대우 못받고 나와서 이러는거 보면 불쌍하더라,2451,화자1,비난,0,0,0,0,1,0,0,0
이래서 여자는 부엌에서 나오면 안됐어,2452,화자1,차별,0,0,0,0,0,0,0,1
아주 좀 인정해주니까 좋다고 나대는 꼴이 아주 가관이야,2452,화자2,"차별,비난",0,0,0,0,1,0,0,1
여자들 전부 집에 족쇄 채워놓고 싸돌아 다니지 못해게 해야함,2452,화자1,"차별,폭력",0,0,0,0,0,0,1,1
아니 흡연장도 안 만들어놓고 담배피는걸로 너무 뭐라고 하네,2453,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그러면 담배를 피질 말던가 뭘 그렇게 찡찡 거려?,2453,화자2,비난,0,0,0,0,1,0,0,0
이미 폐 빵구 뻥뻥 뚫려서 숨 들이마시면 빵구로 다 새어나갈듯 ㅋㅋ,2453,화자2,비난,0,0,0,0,1,0,0,0
근데 페미가 그렇게 나쁜건가? 성평등 주장하는거 아니야?,2454,화자1,비도덕 아님,0,0,0,0,0,1,0,0
여기 또 꼴페미가 한명있네~ 쉴드칠걸 쉴드 쳐라,2454,화자2,비난,0,0,0,0,1,0,0,0
ㅋㅋㅋ 저런애들 여자랑 한번 자보겠다고 시중드는 남페미자나~,2454,화자3,비난,0,0,0,0,1,0,0,0
공익들이 사람이냐,2455,화자1,비난,0,0,0,0,1,0,0,0
공익들은 장애인 취급해야지,2455,화자2,"혐오,비난",1,0,0,0,1,0,0,0
공익들 어디하나 문제있는 것들이 부끄러워해야지;; 떳떳하게 다니는거 보면 토나와,2455,화자1,혐오,1,0,0,0,0,0,0,0
n번방 사건보면 남자들은 다 성범죄자 아니냐,2456,화자1,"차별,혐오",1,0,0,0,0,0,0,1
솔직히 남자들 ㅇㄷ보면서 실실 거리는거 보면 제정신 아닌듯,2456,화자2,혐오,1,0,0,0,0,0,0,0
ㅇㅈ 남자들 다 더럽고 추해;;,2456,화자1,혐오,1,0,0,0,0,0,0,0
여자 아이돌 페미돌도 전부 추방시켜야 하는거 아닌가,2457,화자1,혐오,1,0,0,0,0,0,0,0
진짜 페미들 방송에 나오는거 혐오스럽다,2457,화자2,혐오,1,0,0,0,0,0,0,0
저런 애들 전부 갈아서 돼지밥으로 줘야해,2457,화자1,"혐오,폭력",1,0,0,0,0,0,1,0
저 연예인은 뭣도 없는거 같은데 엄청 뜨네,2458,화자1,비난,0,0,0,0,1,0,0,0
저거 다 뒤에서 몸으로 일해서 그래 ㅋㅋ,2458,화자2,선정,0,1,0,0,0,0,0,0
쟤는 개성 없어서 남들보다 두배로 몸 굴려야 할듯 ㅋㅋㅋ,2458,화자1,"비난,선정",0,1,0,0,1,0,0,0
군인들 방산비리 진짜 답없네,2459,화자1,혐오,1,0,0,0,0,0,0,0
진짜 전쟁나면 여기저기서 문제 생길껄,2459,화자2,혐오,1,0,0,0,0,0,0,0
나랏돈 가지고 지들 배에 기름칠 하는 돼지들 전부 사형시켜야해,2459,화자1,"혐오,폭력",1,0,0,0,0,0,1,0
우리 집앞에 캣맘때문에 들고양이들 너무 많아;,2460,화자1,비도덕 아님,0,0,0,0,0,1,0,0
캣맘들 아줌마들이 많던데 지들 자식이나 잘챙기지 ㅋㅋ,2460,화자2,비난,0,0,0,0,1,0,0,0
지 자식들한테 대우 못받으니까 그런데서라도 위안 받을려는 거지 뭐,2460,화자1,비난,0,0,0,0,1,0,0,0
앞에 여자랑 자고 싶다 몸매 좋네,2461,화자1,선정,0,1,0,0,0,0,0,0
더러워;; 한남들은 생긴것 만큼 생각도 더럽네;;,2461,화자2,혐오,1,0,0,0,0,0,0,0
니 얼굴은 내가 어제 싼 똥 같은데? ㅋㅋ,2461,화자1,비난,0,0,0,0,1,0,0,0
남자친구 더치페이 하자는게 딱 한남이야,2462,화자1,비난,0,0,0,0,1,0,0,0
한남은 살충제로 박멸 해야해 ㅋㅋㅋ,2462,화자2,폭력,0,0,0,0,0,0,1,0
진짜 같이 숨 쉰다는 자체로 너무 불쾌하다,2462,화자1,혐오,1,0,0,0,0,0,0,0
폐지 줍는 노인네들 우리집 근처로 안오면 안되나;;,2463,화자1,혐오,1,0,0,0,0,0,0,0
왜 폐지 주우면서 까지 살려고하지 ??ㅋㅋㅋ,2463,화자2,비난,0,0,0,0,1,0,0,0
ㅇㅈ 나 같으면 폐지 줍는 인생 살꺼면 그냥 옥상에서 떨어질듯,2463,화자1,폭력,0,0,0,0,0,0,1,0
페미나 종교인이나 똑같지 않나?,2464,화자1,비난,0,0,0,0,1,0,0,0
둘다 선동하고 이상한 사상 가지고 있는게 문제지,2464,화자2,비난,0,0,0,0,1,0,0,0
진짜 둘다 쓰레기처럼 소각장에서 태워버려야해;;,2464,화자1,폭력,0,0,0,0,0,0,1,0
남자들 다 잠재적 범죄자 아님?,2465,화자1,"차별,혐오",1,0,0,0,0,0,0,1
ㅋㅋㅋㅋㅋ 니 얼굴이 범죄야,2465,화자2,비난,0,0,0,0,1,0,0,0
어휴 이래서 한남이랑 말도 하기 싫다니까;;,2465,화자1,혐오,1,0,0,0,0,0,0,0
역시 여자는 일본이 제일 나은거 같다,2466,화자1,비난,0,0,0,0,1,0,0,0
ㄹㅇ 한국여자는 다 페미에 정신상태가 문제 있어,2466,화자2,혐오,1,0,0,0,0,0,0,0
거기다 생긴것도 무슨 게임 속 몬스터 그대로 가져온거 같아 ㅋㅋ,2466,화자1,비난,0,0,0,0,1,0,0,0
남페미들은 뭐냐 도대체,2467,화자1,비난,0,0,0,0,1,0,0,0
여자랑 한번 자보겠다고 그러는 거잖아,2467,화자2,비난,0,0,0,0,1,0,0,0
일반 페미보다 남페미가 더 더럽네;;,2467,화자1,혐오,1,0,0,0,0,0,0,0
지방에 있는 대학교는 왜 다니는 걸까?,2468,화자1,비난,0,0,0,0,1,0,0,0
부모님 등골 빼 먹는거지 뭐 ㅋㅋㅋ,2468,화자2,비난,0,0,0,0,1,0,0,0
머리 안좋으면 그냥 막노동을 하지 쟤네 부모님이 불쌍하다;;,2468,화자1,비난,0,0,0,0,1,0,0,0
왜 이렇게 과제를 많이 주지?,2469,화자1,비도덕 아님,0,0,0,0,0,1,0,0
그니까 학교에 지 강의만 있는줄 알아;; 교수들 다 너무 이기적임;,2469,화자2,혐오,1,0,0,0,0,0,0,0
어우 교수 찢어버리고 싶다,2469,화자1,혐오,1,0,0,0,0,0,0,0
나 여자친구랑 하는데 냄새 엄청나,2470,화자1,선정,0,1,0,0,0,0,0,0
ㅋㅋㅋㅋㅋ 안씻고 다니는거 아니야?,2470,화자2,비난,0,0,0,0,1,0,0,0
진짜 무슨 오징어 냄새나는데 정 다떨어진다;;,2470,화자1,"혐오,선정",1,1,0,0,0,0,0,0
오늘 친구들이랑 여행간다 ㅎㅎ,2471,화자1,비도덕 아님,0,0,0,0,0,1,0,0
친구도 없으면서 친구있는 척하네 ㅋㅋ,2471,화자2,비난,0,0,0,0,1,0,0,0
집에서 컴퓨터만 너보단 친구 많을껄?,2471,화자1,비난,0,0,0,0,1,0,0,0
부모님이 너 낳고 안 슬프셨데?,2472,화자1,비난,0,0,0,0,1,0,0,0
